entrez	symbol	chromosome	tstart	tend
5327	PLAT	chr8	42175996	42193185
5328	PLAU	chr10	73911556	73916562
5329	PLAUR	chr19	43648893	43667695
5331	PLCB3	chr11	64251650	64267553
5340	PLG	chr6	160702305	160753058
5351	PLOD1	chr1	11944515	11974805
5352	PLOD2	chr3	146070720	146160989
5354	PLP1	chrX	103785581	103790595
5373	PMM2	chr16	8797883	8847822
5376	PMP22	chr17	15230920	15260727
5378	PMS1	chr2	189791810	189877433
5406	PNLIP	chr10	116546093	116567795
5413	SEPT5	chr22	19718738	19722481
5420	PODXL	chr7	131504314	131511440
5430	POLR2A	chr17	7484765	7514176
5431	POLR2B	chr4	56986353	57030985
5443	POMC	chr2	25161084	25164772
5444	PON1	chr7	95298947	95324475
5445	PON2	chr7	95405333	95434951
5446	PON3	chr7	95359976	95396350
5447	POR	chr7	75953993	75986478
5449	POU1F1	chr3	87259897	87276462
5456	POU3F4	chrX	83508325	83509407
5465	PPARA	chr22	46198384	46235377
5476	CTSA	chr20	45891326	45898447
5479	PPIB	chr15	64156026	64162986
5480	PPIC	chr5	123023878	123036625
5499	PPP1CA	chr11	67398538	67401782
5516	PPP2CB	chr8	30786238	30812421
5530	PPP3CA	chr4	101025868	101346796
5534	PPP3R1	chr2	68180966	68217131
5538	PPT1	chr1	40074064	40097238
5557	PRIM1	chr12	56734148	56752298
5589	PRKCSH	chr19	11436118	11449409
5618	PRLR	chr5	35049153	35089620
5621	PRNP	chr20	4699221	4699979
5627	PROS1	chr3	93874248	93973749
5638	PRRG1	chrX	37425839	37453618
5639	PRRG2	chr19	49583220	49590050
5641	LGMN	chr14	92704266	92732786
5653	KLK6	chr19	50959167	50967326
5663	PSEN1	chr14	73148020	73219286
5664	PSEN2	chr1	226881908	226895576
5675	PSG6	chr19	42906920	42917792
5707	PSMD1	chr2	231062242	231170709
5724	PTAFR	chr1	28149996	28151021
5727	PTCH1	chr9	95446915	95516820
5729	PTGDR	chr14	52267815	52274961
5730	PTGDS	chr9	136977579	136980283
5731	PTGER1	chr19	14472563	14474320
5732	PTGER2	chr14	52314549	52327451
5734	PTGER4	chr5	40680994	40696723
5737	PTGFR	chr1	78492744	78536684
5739	PTGIR	chr19	46621283	46624225
5740	PTGIS	chr20	49507923	49568116
5741	PTH	chr11	13492408	13496132
5742	PTGS1	chr9	122377898	122392541
5743	PTGS2	chr1	186674356	186679439
5768	QSOX1	chr1	180154908	180197034
5805	PTS	chr11	112226444	112233552
5828	PEX2	chr8	76983264	76984178
5832	ALDH18A1	chr10	95606765	95653377
5860	QDPR	chr4	17487134	17512054
5896	RAG1	chr11	36573305	36576433
5897	RAG2	chr11	36592588	36594168
5908	RAP1B	chr12	68648725	68657184
5915	RARB	chr3	25174398	25596613
5916	RARG	chr12	53211679	53227545
5961	PRPH2	chr6	42698298	42722334
5972	REN	chr1	204155019	204166293
5990	RFX2	chr19	5994838	6047496
5993	RFX5	chr1	151342189	151346320
5994	RFXAP	chr13	36819358	36827750
5995	RGR	chr10	84245091	84258636
6001	RGS10	chr10	119500116	119542638
6005	RHAG	chr6	49606845	49636812
6010	RHO	chr3	129528734	129533715
6094	ROM1	chr11	62613282	62614836
6103	RPGR	chrX	38269629	38323525
6121	RPE65	chr1	68429779	68448705
6122	RPL3	chr22	39313191	39318592
6124	RPL4	chr15	66499410	66503529
6125	RPL5	chr1	92833389	92841862
6128	RPL6	chr12	112405227	112408656
6130	RPL7A	chr9	133348922	133351363
6135	RPL11	chr1	23692609	23695908
6141	RPL18	chr19	48615375	48617877
6143	RPL19	chr17	39201211	39204645
6146	RPL22	chr1	6186675	6197756
6152	RPL24	chr3	101681138	101686556
6154	RPL26	chr17	8377567	8382310
6155	RPL27	chr17	42998751	43002917
6156	RPL30	chr8	98041804	98045088
6157	RPL27A	chr11	8683202	8685803
6158	RPL28	chr19	55386358	55388329
6159	RPL29	chr3	37016523	37016987
6161	RPL32	chr3	12836097	12840237
6164	RPL34	chr4	108621960	108625209
6165	RPL35A	chr3	197951157	197954147
6166	RPL36AL	chr14	49618787	49619104
6167	RPL37	chr5	40832507	40834606
6168	RPL37A	chr2	216499270	216501401
6169	RPL38	chr17	74204130	74209311
6175	RPLP0	chr12	120196776	120200783
6176	RPLP1	chr15	69452949	69455504
6188	RPS3	chr11	75400694	75404862
6191	RPS4X	chrX	72272674	72276234
6193	RPS5	chr19	58388138	58394747
6194	RPS6	chr9	19376296	19379618
6195	RPS6KA1	chr1	26529921	26574198
6201	RPS7	chr2	3575610	3580879
6202	RPS8	chr1	44776033	44778682
6203	RPS9	chr19	54201185	54207572
6205	RPS11	chr19	49497194	49499632
6210	RPS15A	chr16	18783012	18789113
6218	RPS17	chr15	82536804	82540132
6224	RPS20	chr8	56069741	56074159
6227	RPS21	chr20	62387339	62388365
6228	RPS23	chr5	82276112	82277853
6229	RPS24	chr10	78035352	78055007
6230	RPS25	chr11	119015848	119018053
6239	RREB1	chr6	7181912	7248965
6240	RRM1	chr11	4101992	4138380
6241	RRM2	chr2	10122619	10129383
6242	RTKN	chr2	74426246	74441816
6247	RS1	chrX	18642007	18672068
6259	RYK	chr3	134158156	134250654
6261	RYR1	chr19	38433830	38587417
6263	RYR3	chr15	33311046	33865223
6284	S100A13	chr1	153618898	153626472
6288	SAA1	chr11	18266888	18269852
6295	SAG	chr2	233309190	233346909
6307	MSMO1	chr4	165333371	165341943
6309	SC5D	chr11	121303376	121307509
6310	ATXN1	chr6	16306332	16328310
6314	ATXN7	chr3	63912599	63999556
6324	SCN1B	chr19	35030821	35039698
6329	SCN4A	chr17	63940774	63972841
6331	SCN5A	chr3	38550324	38633307
6342	SCP2	chr1	52927397	53050701
6386	SDCBP	chr8	58565019	58581737
6387	CXCL12	chr10	44372891	44385005
6401	SELE	chr1	169725747	169733008
6402	SELL	chr1	169701558	169710517
6432	SRSF7	chr2	38745136	38750195
6439	SFTPB	chr2	85661476	85668219
6443	SGCB	chr4	52023960	52033640
6444	SGCD	chr5	156344489	156759387
6448	SGSH	chr17	80207615	80220313
6453	ITSN1	chr21	33721177	33888297
6469	SHH	chr7	155800010	155812122
6477	SIAH1	chr16	48361583	48365477
6514	SLC2A2	chr3	170997906	171018623
6519	SLC3A1	chr2	44275536	44320636
6520	SLC3A2	chr11	62856270	62888690
6521	SLC4A1	chr17	44250461	44262729
6523	SLC5A1	chr22	32043282	32110210
6536	SLC6A9	chr1	43997548	44017170
6542	SLC7A2	chr8	17538825	17565143
6555	SLC10A2	chr13	103046136	103066249
6556	SLC11A1	chr2	218382956	218395032
6557	SLC12A1	chr15	48207720	48302882
6559	SLC12A3	chr16	56865236	56913402
6604	SMARCD3	chr7	151239106	151248562
6609	SMPD1	chr11	6390599	6394604
6647	SOD1	chr21	31659770	31668575
6648	SOD2	chr6	159682496	159692862
6662	SOX9	chr17	72121392	72124384
6670	SP3	chr2	173909944	173964554
6692	SPINT1	chr15	40844555	40856972
6696	SPP1	chr4	87976896	87982893
6701	SPRR2B	chr1	153070624	153070839
6704	SPRR2E	chr1	153093536	153093751
6705	SPRR2F	chr1	153112518	153112733
6706	SPRR2G	chr1	153149892	153150110
6716	SRD5A2	chr2	31526199	31580900
6720	SREBF1	chr17	17812625	17836817
6760	SS18	chr18	26032399	26090569
6779	STATH	chr4	69998438	70000946
6792	CDKL5	chrX	18507097	18653541
6795	AURKC	chr19	57231249	57235414
6812	STXBP1	chr9	127651605	127690854
6876	TAGLN	chr11	117203014	117204356
6890	TAP1	chr6	32845582	32853816
6891	TAP2	chr6	32828858	32838233
6898	TAT	chr16	71568147	71576415
6927	HNF1A	chr12	120978769	121001189
6928	HNF1B	chr17	37687283	37744884
6948	TCN2	chr22	30607332	30626518
6950	TCP1	chr6	159779048	159789468
7010	TEK	chr9	27109591	27229229
7035	TFPI	chr2	187466939	187503768
7045	TGFBI	chr5	136029056	136061579
7048	TGFBR2	chr3	30606884	30691596
7051	TGM1	chr14	24249316	24262352
7054	TH	chr11	2164236	2171786
7056	THBD	chr20	23047780	23049504
7066	THPO	chr3	184372516	184378349
7068	THRB	chr3	24122887	24190335
7071	KLF10	chr8	102650135	102652397
7078	TIMP3	chr22	32802002	32859374
7112	TMPO	chr12	98515868	98547855
7124	TNF	chr6	31575742	31577534
7137	TNNI3	chr19	55151837	55157133
7139	TNNT2	chr1	201359213	201373254
7157	TP53	chr17	7669612	7676594
7159	TP53BP2	chr1	223784115	223821367
7163	TPD52	chr8	80038119	80080453
7164	TPD52L1	chr6	125220077	125262959
7167	TPI1	chr12	6867456	6870380
7172	TPMT	chr6	18130671	18149127
7181	NR2C1	chr12	95022232	95067384
7203	CCT3	chr1	156309202	156335892
7248	TSC1	chr9	132896238	132928872
7252	TSHB	chr1	115033363	115034224
7253	TSHR	chr14	80955681	81144350
7274	TTPA	chr8	63061255	63086021
7276	TTR	chr18	31591903	31598672
7291	TWIST1	chr7	19116716	19117321
7298	TYMS	chr18	657743	672994
7299	TYR	chr11	89177954	89295363
7306	TYRP1	chr9	12693997	12709179
7337	UBE3A	chr15	25339140	25405504
7355	SLC35A2	chrX	48903367	48911636
7360	UGP2	chr2	63856305	63891224
7372	UMPS	chr3	124730472	124744081
7389	UROD	chr1	45012908	45015495
7398	USP1	chr1	62439868	62450978
7421	VDR	chr12	47844749	47882775
7422	VEGFA	chr6	43770710	43784625
7428	VHL	chr3	10141848	10149962
7436	VLDLR	chr9	2622190	2652955
7448	VTN	chr17	28367372	28370203
7450	VWF	chr12	5949018	6123196
7486	WRN	chr8	31058448	31173099
7490	WT1	chr11	32389061	32435342
7498	XDH	chr2	31335961	31414666
7507	XPA	chr9	97675442	97697292
7549	ZNF2	chr2	95177480	95182103
7564	ZNF16	chr8	144930741	144946206
7569	ZNF182	chrX	47976170	47983414
7580	ZNF32	chr10	43644053	43646133
7587	ZNF37A	chr10	38114752	38118834
7675	ZNF121	chr19	9565943	9567109
7704	ZBTB16	chr11	114063301	114250552
7727	ZNF174	chr16	3402005	3408916
7741	ZSCAN26	chr6	28271920	28277093
7756	ZNF207	chr17	32350286	32369756
7780	SLC30A2	chr1	26039163	26045896
7799	PRDM2	chr1	13700040	13816569
7812	CSDE1	chr1	114718172	114741664
7852	CXCR4	chr2	136114872	136116688
7869	SEMA3B	chr3	50269241	50276703
7957	EPM2A	chr6	145500878	145735498
8200	GDF5	chr20	35433912	35437928
8224	SYN3	chr22	32513695	33006662
8288	EPX	chr17	58192847	58204420
8398	PLA2G6	chr22	38112164	38169426
8405	SPOP	chr17	49600381	49622810
8440	NCK2	chr2	105855064	105893173
8444	DYRK3	chr1	206635704	206648962
8451	CUL4A	chr13	113209628	113263579
8487	GEMIN2	chr14	39114306	39133723
8502	PKP4	chr2	158533185	158680674
8517	IKBKG	chrX	154542264	154564458
8532	CPZ	chr4	8592834	8619614
8544	PIR	chrX	15385007	15491257
8545	CGGBP1	chr3	88055476	88055976
8576	STK16	chr2	219246000	219248556
8622	PDE8B	chr5	77180451	77426551
8650	NUMB	chr14	73276581	73355751
8675	STX16	chr20	58652007	58676288
8703	B4GALT3	chr1	161171819	161176060
8704	B4GALT2	chr1	43981110	43990445
8883	NAE1	chr16	66803012	66830899
8911	CACNA1I	chr22	39570753	39686402
8936	WASF1	chr6	110100525	110127601
8942	KYNU	chr2	142885368	143042169
8974	P4HA2	chr5	132193013	132218626
8986	RPS6KA4	chr11	64359236	64371477
9060	PAPSS2	chr10	87709196	87745967
9184	BUB3	chr10	123154918	123162829
9235	IL32	chr16	3067368	3069352
9287	TAAR2	chr6	132617153	132624275
9338	TCEAL1	chrX	103629917	103630393
9349	RPL23	chr17	38850135	38853106
9364	RAB28	chr4	13368561	13484150
9373	PLAA	chr9	26905514	26947045
9467	SH3BP5	chr3	15256089	15332408
9500	MAGED1	chrX	51894305	51901927
9529	BAG5	chr14	103559824	103562007
9570	GOSR2	chr17	46929521	46963791
9587	MAD2L1BP	chr6	43635876	43640530
9657	IQCB1	chr3	121770348	121828960
9681	DEPDC5	chr22	31754922	31906494
9698	PUM1	chr1	30933214	31059566
9709	HERPUD1	chr16	56932245	56943287
9715	FAM131B	chr7	143356553	143360150
9768	PCLAF	chr15	64366008	64381371
9793	CKAP5	chr11	46744026	46821231
9802	DAZAP2	chr12	51240342	51246141
9807	IP6K1	chr3	49727125	49748040
9818	NUP58	chr13	25301774	25349641
9949	AMMECR1	chrX	110198523	110318071
9986	RCE1	chr11	66843456	66846092
10006	ABI1	chr10	26748573	26860863
10039	PARP3	chr3	51943353	51948477
10051	SMC4	chr3	160400827	160433806
10057	ABCC5	chr3	183921303	184014392
10084	PQBP1	chrX	48898510	48903081
10097	ACTR2	chr2	65227910	65268731
10133	OPTN	chr10	13109123	13136863
10144	FAM13A	chr4	88728536	89029649
10147	SUGP2	chr19	18994369	19031083
10160	FARP1	chr13	98213243	98448314
10161	LPAR6	chr13	48411392	48412423
10169	SERF2	chr15	43792977	43793969
10195	ALG3	chr3	184242517	184249277
10206	TRIM13	chr13	50011935	50013161
10298	PAK4	chr19	39169554	39178576
10342	TFG	chr3	100713686	100748528
10390	CEPT1	chr1	111147715	111184307
10456	HAX1	chr1	154272724	154275698
10476	ATP5PD	chr17	75038935	75042650
10548	TM9SF1	chr14	24189418	24195019
10555	AGPAT2	chr9	136673755	136687357
10574	CCT7	chr2	73239643	73252858
10600	USP16	chr21	29027914	29054184
10630	PDPN	chr1	13583806	13614412
10644	IGF2BP2	chr3	185645534	185824960
10651	MTX2	chr2	176269630	176337661
10658	CELF1	chr11	47472233	47499523
10659	CELF2	chr10	10798765	11329050
10814	CPLX2	chr5	175878901	175880042
10861	SLC26A1	chr4	988836	991703
10867	TSPAN9	chr12	3201194	3283113
10868	USP20	chr9	129852556	129880270
11034	DSTN	chr20	17600738	17607143
11130	ZWINT	chr10	56358421	56360382
11152	WDR45	chrX	49074806	49078095
11160	ERLIN2	chr8	37737923	37754112
11169	WDHD1	chr14	54941493	55026787
11244	ZHX1	chr8	123253328	123255946
11262	SP140	chr2	230225845	230314374
11338	U2AF2	chr19	55655105	55674065
22801	ITGA11	chr15	68303062	68432066
22843	PPM1E	chr17	58755998	58981028
22861	NLRP1	chr17	5501817	5583957
22883	CLSTN1	chr1	9730511	9823733
22925	PLA2R1	chr2	159941781	160062403
23023	TMCC1	chr3	129651484	129880512
23074	UHRF1BP1L	chr12	100028557	100142635
23078	VWA8	chr13	41568200	41961015
23112	TNRC6B	chr22	40125818	40323238
23154	NCDN	chr1	35559104	35565660
23230	VPS13A	chr9	77177705	77416003
23265	EXOC7	chr17	76083651	76103692
23299	BICD2	chr9	92715157	92764744
23305	ACSL6	chr5	131954237	132011553
23313	KIAA0930	chr22	45197791	45240703
23355	VPS8	chr3	184824633	185052022
23451	SF3B1	chr2	197392306	197423975
23480	SEC61G	chr7	54755778	54757588
23597	ACOT9	chrX	23703897	23736018
23646	PLD3	chr19	40366610	40378170
23746	AIPL1	chr17	6425463	6435104
23767	FLRT3	chr20	14325560	14327506
24144	TFIP11	chr22	26492016	26512432
25776	CBY1	chr22	38668016	38673233
25793	FBXO7	chr22	32475003	32498527
25855	BRMS1	chr11	66337671	66342234
25888	ZNF473	chr19	50039161	50047056
25891	PAMR1	chr11	35432359	35525585
25898	RCHY1	chr4	75482541	75514286
25943	C20orf194	chr20	3252575	3407557
26022	TMEM98	chr17	32931529	32940990
26036	ZNF451	chr6	57090811	57168466
26100	WIPI2	chr7	5190420	5230944
26135	SERBP1	chr1	67413210	67430300
26147	PHF19	chr9	120857947	120894829
26219	OR1J4	chr9	122519141	122520079
26246	OR2L2	chr1	248038268	248039203
26262	TSPAN17	chr5	176647616	176657695
26338	OR5L2	chr11	55827219	55828151
26339	OR5K1	chr3	98469577	98470500
26341	OR5H1	chr3	98132698	98133636
26494	OR8G1	chr11	124249676	124250608
26496	OR10A3	chr11	7938579	7939520
26533	OR10G3	chr14	21569806	21570744
26534	OR10G2	chr14	21633913	21634842
26595	OR8B2	chr11	124382405	124383343
26682	OR4F4	chr15	101922145	101923059
26686	OR4E2	chr14	21665083	21666021
26735	OR1L3	chr9	122675130	122676101
26737	OR1L1	chr9	122661716	122662645
26999	CYFIP2	chr5	157285362	157392997
27086	FOXP1	chr3	70959250	71198381
27097	TAF5L	chr1	229594300	229614482
27106	ARRDC2	chr19	18001315	18012963
27122	DKK3	chr11	11964467	12008582
27124	INPP5J	chr22	31122939	31134416
27185	DISC1	chr1	231626868	232036828
27245	AHDC1	chr1	27547307	27552115
27247	NFU1	chr2	69396249	69437422
27303	RBMS3	chr3	29281682	29991210
28511	NKIRAS2	chr17	42021578	42023890
28965	SLC27A6	chr5	128966138	129033279
28988	DBNL	chr7	44044738	44060913
28990	ASTE1	chr3	131014060	131025306
29058	TMEM230	chr20	5069191	5113028
29071	C1GALT1C1	chrX	120626213	120627166
29086	BABAM1	chr19	17268807	17279045
29093	MRPL22	chr5	154941216	154966894
29114	TAGLN3	chr3	111999423	112013548
29121	CLEC2D	chr12	9669735	9694871
29780	PARVB	chr22	43999341	44168675
29789	OLA1	chr2	174075429	174246815
29919	RMC1	chr18	23503619	23531701
29942	PURG	chr8	30996596	31032782
51010	EXOSC3	chr9	37780682	37785044
51104	ABHD17B	chr9	71866790	71875080
51106	TFB1M	chr6	155253630	155314428
51114	ZDHHC9	chrX	129806373	129841945
51125	GOLGA7	chr8	41490855	41507103
51127	TRIM17	chr1	228408204	228415072
51128	SAR1B	chr5	134606953	134624019
51149	MRNIP	chr5	179837394	179858796
51151	SLC45A2	chr5	33944651	33984583
51155	JPT1	chr17	75136005	75154397
51186	TCEAL9	chrX	103357685	103357996
51208	CLDN18	chr3	137998869	138031138
51231	VRK3	chr19	49979097	50016162
51247	PAIP2	chr5	139363785	139368795
51251	NT5C3A	chr7	33014733	33062705
51292	GMPR2	chr14	24233200	24238775
51313	FAM198B	chr4	158127410	158171375
51329	ARL6IP4	chr12	122980205	122982673
51335	NGRN	chr15	90265713	90271785
51529	ANAPC11	chr17	81894478	81900147
51537	MTFP1	chr22	30425880	30428671
51542	VPS54	chr2	63893433	63983999
51559	NT5DC3	chr12	103777832	103841156
51586	MED15	chr22	20507679	20586701
51596	CUTA	chr6	33416653	33418185
51603	METTL13	chr1	171781968	171814023
51651	PTRH2	chr17	59697442	59697978
53339	BTBD1	chr15	83018070	83067151
53345	TM6SF2	chr19	19264667	19273215
53347	UBASH3A	chr21	42403946	42447191
53834	FGFRL1	chr4	1022202	1025344
53917	RAB24	chr5	177301746	177303288
54014	BRWD1	chr21	39187029	39313491
54058	C21orf58	chr21	46302002	46322738
54093	SETD4	chr21	36036120	36058888
54437	SEMA5B	chr3	122910146	122976123
54475	NLE1	chr17	35133173	35142122
54503	ZDHHC13	chr11	19142975	19175957
54522	ANKRD16	chr10	5878133	5889354
54536	EXOC6	chr10	92834715	93058352
54751	FBLIM1	chr1	15764984	15784658
54816	ZNF280D	chr15	56631501	56704265
54821	ERCC6L	chrX	72205017	72238911
54832	VPS13C	chr15	61854460	62060374
54874	FNBP1L	chr1	93499468	93551122
54967	CT55	chrX	135156962	135171171
54985	HCFC1R1	chr16	3022866	3023941
54993	ZSCAN2	chr15	84603928	84622037
55160	ARHGEF10L	chr1	17587459	17697377
55240	STEAP3	chr2	119245488	119263335
55284	UBE2W	chr8	73805652	73878909
55288	RHOT1	chr17	32171030	32253124
55294	FBXW7	chr4	152322884	152411803
55328	RNLS	chr10	88274964	88583190
55339	WDR33	chr2	127706326	127770981
55620	STAP2	chr19	4324136	4338753
55727	BTBD7	chr14	93242276	93296051
55755	CDK5RAP2	chr9	120389239	120579978
55775	TDP1	chr14	89963115	90043159
55791	LRIF1	chr1	110877638	110963688
55827	DCAF6	chr1	167936912	168075432
55830	GLT8D1	chr3	52694848	52700361
55862	ECHDC1	chr6	127289872	127331031
55885	LMO3	chr12	16551225	16605813
55954	ZMAT5	chr22	29731228	29748544
55973	BCAP29	chr7	107580773	107618602
56159	TEX11	chrX	70529098	70880110
56660	KCNK12	chr2	47520910	47570331
56897	WRNIP1	chr6	2765623	2785279
56941	HMCES	chr3	129279733	129304822
56998	CTNNBIP1	chr1	9850721	9872064
57120	GOPC	chr6	117563257	117602288
57175	CORO1B	chr11	67438379	67442628
57198	ATP8B2	chr1	154327800	154349115
57228	SMAGP	chr12	51245944	51246832
57348	TTYH1	chr19	54415553	54436172
57471	ERMN	chr2	157321274	157325678
57539	WDR35	chr2	19913561	19989282
57623	ZFAT	chr8	134478485	134657738
57628	DPP10	chr2	115064758	115842342
57713	SFMBT2	chr10	7163773	7381898
59352	LGR6	chr1	202193990	202319204
60487	TRMT11	chr6	125986551	126038833
63905	MANBAL	chr20	37301264	37316412
63933	MCUR1	chr6	13790812	13814429
63941	NECAB3	chr20	33657943	33674352
64081	PBLD	chr10	68284180	68306844
64219	PJA1	chrX	69161310	69163238
64332	NFKBIZ	chr3	101849629	101859368
64400	AKTIP	chr16	53492415	53500259
64711	HS3ST6	chr16	1911593	1918323
64745	METTL17	chr14	20990003	20996887
64849	SLC13A3	chr20	46560025	46651421
64859	NABP1	chr2	191678615	191685765
65267	WNK3	chrX	54198327	54333673
65980	BRD9	chr5	864471	892657
65981	CAPRIN2	chr12	30709905	30753763
66035	SLC2A11	chr22	23857490	23884943
78999	LRFN4	chr11	66857745	66860192
79053	ALG8	chr11	78100967	78139588
79096	C11orf49	chr11	46936730	47164249
79145	CHCHD7	chr8	56212851	56217432
79148	MMP28	chr17	35766503	35795377
79290	OR13A1	chr10	45303439	45304422
79295	OR5H6	chr3	98264285	98265259
79310	OR5H2	chr3	98282888	98283829
79317	OR4K5	chr14	19920607	19921575
79324	OR51G1	chr11	4923377	4924339
79473	OR52N1	chr11	5787857	5788816
79501	OR4F5	chr1	69091	70005
79544	OR4K1	chr14	19935667	19936599
79582	SPAG16	chr2	213284484	214410312
79651	RHBDF2	chr17	76471636	76481524
79664	ICE2	chr15	60423637	60476166
79699	ZYG11B	chr1	52756458	52821626
79741	CCDC7	chr10	32451643	32876390
79760	GEMIN7	chr19	45090115	45090507
79772	MCTP1	chr5	94705138	95284575
79807	GSTCD	chr4	105717614	105845574
79870	BAALC	chr8	103140898	103228096
79898	ZNF613	chr19	51940206	51945734
79921	TCEAL4	chrX	103577094	103587320
79982	DNAJB14	chr4	99901031	99946571
80196	RNF34	chr12	121416159	121423573
80207	OPA3	chr19	45529059	45584764
80223	RAB11FIP1	chr8	37862898	37899441
80298	MTERF2	chr12	106977560	106978714
80310	PDGFD	chr11	103909697	104163927
80324	PUS1	chr12	131929723	131941986
80381	CD276	chr15	73699640	73711169
80764	THAP7	chr22	20999883	21001911
80772	CPTP	chr1	1326911	1327760
81061	OR11H1	chr22	15528159	15529136
81099	OR4F17	chr19	110679	111593
81127	OR4K15	chr14	19975519	19976562
81168	OR8J3	chr11	56136774	56137718
81282	OR51G2	chr11	4914722	4915663
81300	OR4P4	chr11	55638358	55639293
81309	OR4C15	chr11	55554307	55555416
81318	OR4A5	chr11	54706885	54707829
81327	OR4A16	chr11	55343201	55344184
81328	OR4A15	chr11	55367884	55368915
81392	OR2AE1	chr7	99876065	99877033
81442	OR6N2	chr1	158776685	158777635
81448	OR6K2	chr1	158699681	158700652
81469	OR2G3	chr1	247605586	247606512
81470	OR2G2	chr1	247588360	247589310
81555	YIPF5	chr5	144160400	144169955
81614	NIPA2	chr15	22851732	22866844
81618	ITM2C	chr2	230865026	230878096
81793	TLR10	chr4	38773158	38775590
81889	FAHD1	chr16	1827230	1839303
83460	EMC6	chr17	3669147	3669476
83478	ARHGAP24	chr4	85570542	86000719
83479	DDX59	chr1	200641111	200666740
83636	C19orf12	chr19	29702715	29708422
83698	CALN1	chr7	71787778	72403369
83752	LONP2	chr16	48244389	48361593
83877	TM2D2	chr8	38991335	38996439
83932	SPRTN	chr1	231338384	231353358
84056	KATNAL1	chr13	30208543	30283777
84068	SLC10A7	chr4	146256856	146521717
84071	ARMC2	chr6	108854268	108973511
84108	PCGF6	chr10	103303908	103351066
84191	FAM96A	chr15	64072934	64093768
84196	USP48	chr1	21687192	21782957
84236	RHBDD1	chr2	226864694	226995519
84245	MRI1	chr19	13764589	13772278
84248	FYTTD1	chr3	197749972	197781906
84268	RPAIN	chr17	5420211	5428274
84295	PHF6	chrX	134377618	134425327
84343	HPS3	chr3	149129724	149172219
84461	NEURL4	chr17	7316126	7329312
84717	HDGFL2	chr19	4472351	4502007
85012	TCEAL3	chrX	103609065	103609664
85449	KIAA1755	chr20	38213045	38246126
85474	LBX2	chr2	74497930	74502859
89766	UMODL1	chr21	42071317	42137617
89795	NAV3	chr12	77572195	78210514
89882	TPD52L3	chr9	6328596	6331016
90427	BMF	chr15	40091790	40106086
