GENE	CGC	GENE_LEN	GENE_NUM_MUTS	MUTS_IN_CLUST	NUM_CLUSTERS	CLUST_COORDS	GENE_SCORE	ZSCORE	PVALUE	QVALUE
MYF6		243.0	50	39	9	[1,4]:4,[10,24]:7,[50,59]:6,[64,64]:3,[95,104]:7,[111,111]:2,[129,129]:2,[203,213]:5,[223,224]:3	0.5182895169564645	3.259611549778766	0.0005578244941041853	0.050452422623950235
CD28	NA	221.0	18	12	3	[55,61]:6,[77,79]:4,[84,84]:2	0.5182487445908173	3.2592927719987705	0.0005584517137788363	0.050452422623950235
SPANXC		98.0	36	34	6	[4,14]:6,[17,31]:7,[39,39]:3,[46,58]:11,[66,66]:2,[73,78]:5	0.5178460278989663	3.256144141033715	0.0005646820088194087	0.050452422623950235
CKM		382.0	35	23	7	[16,22]:4,[96,96]:2,[117,120]:5,[143,148]:3,[231,234]:4,[250,252]:3,[314,314]:2	0.5177541078445138	3.2554254662541116	0.00056611305140828	0.050452422623950235
PDE6D		151.0	10	6	2	[48,53]:3,[75,75]:3	0.5176785172023697	3.2548344625998316	0.000567292383511954	0.050452422623950235
SMAD4	Rec	553.0	130	100	11	[86,100]:8,[109,109]:2,[118,118]:3,[330,330]:2,[351,368]:50,[382,386]:9,[406,412]:4,[492,496]:6,[499,509]:5,[523,524]:3,[532,537]:8	0.5168339298042225	3.248231075930461	0.0005806246095104232	0.05085290435024436
FPR1		351.0	57	40	10	[54,54]:2,[88,97]:6,[117,117]:2,[123,130]:6,[145,152]:8,[163,163]:2,[172,181]:4,[215,222]:4,[238,238]:3,[305,309]:3	0.5167061966252585	3.2472323970808152	0.0005826659657342285	0.05085290435024436
INSIG1		331.0	23	17	4	[47,47]:2,[66,72]:5,[116,119]:4,[151,159]:6	0.5166939238375533	3.247136442579355	0.0005828624510220246	0.05085290435024436
COX7B		81.0	13	8	2	[1,3]:5,[70,71]:3	0.5159332879081544	3.241189428490043	0.0005951602889055601	0.050989401799923735
CGB7		166.0	13	7	3	[103,103]:2,[128,128]:2,[145,146]:3	0.5159318124952406	3.241177893008945	0.000595184374371435	0.050989401799923735
BMP5	NA	455.0	92	74	15	[5,5]:2,[42,57]:12,[212,212]:2,[237,237]:2,[279,282]:3,[288,300]:8,[309,317]:4,[317,329]:11,[329,337]:6,[343,348]:4,[357,357]:3,[363,363]:2,[376,384]:5,[391,400]:5,[411,412]:5	0.51591103443783	3.241015440256724	0.0005955236626614234	0.050989401799923735
KRTAP19-3		82.0	16	13	3	[28,36]:4,[36,40]:4,[68,78]:5	0.5154559774753446	3.2374575881191325	0.0006029993209869286	0.05120338205252797
C12orf54		128.0	14	9	2	[29,33]:6,[59,60]:3	0.5147951959278536	3.2322912831616586	0.0006140090428546753	0.05120338205252797
DUSP14		199.0	14	8	3	[17,18]:3,[82,82]:2,[150,152]:3	0.5147945109015762	3.2322859272998516	0.00061402055224852	0.05120338205252797
OR2L8		313.0	91	81	15	[7,15]:5,[74,87]:7,[96,100]:5,[105,113]:6,[115,122]:9,[139,153]:7,[160,178]:8,[178,189]:7,[221,221]:2,[236,244]:5,[252,252]:2,[259,262]:5,[271,275]:3,[278,286]:5,[296,302]:5	0.5145928485281115	3.230709234785173	0.0006174174368690768	0.05120338205252797
HIST1H4K		104.0	38	28	5	[1,5]:7,[53,54]:6,[62,69]:8,[80,83]:4,[90,95]:3	0.5144949985087356	3.2299441967145577	0.0006190719089105144	0.05120338205252797
PENK		268.0	65	51	10	[77,80]:3,[102,102]:2,[149,159]:7,[171,175]:3,[181,185]:4,[204,209]:5,[216,221]:6,[229,232]:4,[238,248]:9,[256,265]:8	0.5144219688092696	3.2293732157302575	0.0006203093799617099	0.05120338205252797
OR4C16		311.0	89	74	13	[31,31]:6,[87,90]:4,[94,101]:8,[109,122]:7,[126,141]:12,[143,150]:6,[163,164]:3,[182,190]:4,[190,196]:6,[208,208]:2,[220,220]:2,[247,268]:10,[284,294]:4	0.5141311243925502	3.2270992555120026	0.0006252603676031087	0.05130484623457651
ZDHHC4		345.0	25	16	5	[8,21]:5,[242,245]:3,[254,254]:2,[300,300]:4,[324,324]:2	0.5137145248039092	3.223842081445551	0.0006324156462364035	0.05133273344583864
SIGMAR1		224.0	13	8	3	[108,113]:3,[144,146]:3,[157,157]:2	0.513599597092895	3.2229435218453046	0.0006344028415270846	0.05133273344583864
OR5T1		327.0	82	56	13	[1,1]:2,[50,56]:5,[63,64]:3,[72,79]:5,[92,95]:5,[134,134]:7,[171,171]:2,[188,189]:3,[208,219]:7,[231,233]:3,[239,241]:3,[275,284]:8,[305,307]:3	0.5134630315991824	3.221875787750933	0.0006367716662487057	0.05133273344583864
LRRC3B		260.0	45	31	8	[10,11]:3,[35,35]:2,[57,60]:4,[60,71]:8,[94,99]:3,[110,110]:2,[170,176]:6,[200,203]:3	0.5128154766668506	3.2168128947723904	0.0006481155169427511	0.05194344419218502
SHISA2		296.0	22	15	4	[124,130]:4,[149,152]:4,[174,178]:4,[205,207]:3	0.5121742282133877	3.2117993088502694	0.000659532432462411	0.052552916656036626
BTC		179.0	17	14	3	[100,108]:7,[111,121]:5,[125,125]:2	0.509031813359528	3.187230412367643	0.0007182114756773308	0.05689968501271268
SAMD12		202.0	27	16	6	[51,51]:2,[62,62]:2,[73,73]:2,[108,109]:3,[164,171]:5,[193,193]:2	0.5087952550819984	3.18538088704937	0.0007228180073494241	0.05693740703606749
POTEH		546.0	127	111	18	[23,27]:3,[50,61]:9,[70,73]:4,[82,93]:8,[94,103]:5,[123,126]:3,[136,138]:4,[143,150]:4,[153,158]:4,[161,164]:5,[170,176]:6,[186,196]:6,[309,322]:12,[328,331]:4,[336,343]:7,[452,464]:8,[465,479]:11,[479,493]:8	0.5083841935696893	3.182167012302212	0.000730887492578898	0.05713480891256401
REG3A		176.0	57	49	7	[4,8]:4,[40,55]:12,[81,85]:6,[105,111]:6,[120,133]:7,[136,153]:9,[157,158]:5	0.5082462782453371	3.181088724588794	0.0007336134332625194	0.05713480891256401
EPO		194.0	20	14	4	[54,54]:2,[130,130]:2,[166,177]:8,[185,185]:2	0.5079445593148861	3.1787297422411918	0.0007396097044634215	0.05727820098892284
RPL10	Dom	217.0	32	25	6	[24,24]:2,[34,36]:3,[51,61]:7,[113,121]:7,[151,151]:2,[162,168]:4	0.5075902727048944	3.175959760729879	0.0007467083249270831	0.05750488412916112
TMEM132B		1079.0	199	155	30	[1,7]:6,[25,43]:8,[74,83]:8,[90,92]:3,[96,106]:8,[111,122]:7,[130,133]:3,[151,159]:6,[164,178]:11,[188,196]:6,[205,205]:2,[210,216]:5,[231,232]:3,[289,298]:6,[302,303]:5,[310,314]:6,[319,324]:5,[333,339]:5,[346,352]:4,[354,361]:6,[362,368]:7,[378,380]:3,[385,388]:3,[401,401]:2,[408,412]:4,[419,419]:5,[425,434]:8,[468,469]:3,[476,479]:4,[487,488]:3	0.5071073827861327	3.1721842972795358	0.0007564847966679458	0.05793412734482018
CFHR4		579.0	118	90	17	[27,30]:3,[48,48]:2,[55,56]:3,[64,65]:3,[96,104]:5,[113,122]:7,[126,133]:5,[150,162]:9,[177,190]:11,[195,197]:4,[201,203]:3,[208,210]:4,[263,269]:5,[282,288]:12,[296,296]:2,[306,317]:8,[321,323]:4	0.5065050343829186	3.1674748504835906	0.0007688450480643916	0.05855540877109193
ASIP		133.0	10	6	2	[27,27]:2,[72,75]:4	0.5060677125006321	3.1640556596526	0.000777935187426647	0.05864718267350599
SF3B1	Dom	1305.0	163	98	12	[86,86]:2,[184,185]:3,[351,351]:2,[622,626]:27,[662,669]:11,[699,700]:14,[740,746]:13,[833,835]:4,[860,862]:3,[894,907]:14,[957,959]:3,[1297,1297]:2	0.5058807775507694	3.1625941131522963	0.0007818509124397987	0.05864718267350599
MT1HL1		62.0	13	10	3	[8,8]:2,[14,20]:4,[47,54]:4	0.5051516783259594	3.156893668044637	0.0007972974124860675	0.05864718267350599
TCEAL6		184.0	34	26	6	[38,51]:7,[67,67]:2,[81,84]:3,[95,98]:4,[98,101]:3,[117,127]:7	0.5043823911742094	3.150879014577242	0.0008138995166012061	0.05864718267350599
PPP6C	Dom	343.0	39	23	4	[55,62]:4,[164,165]:4,[237,242]:13,[248,248]:2	0.5038227635406057	3.146503579111763	0.0008261761958287424	0.05864718267350599
MAGEB3		347.0	60	40	11	[3,3]:3,[28,28]:2,[35,35]:3,[59,65]:5,[75,79]:3,[85,85]:2,[145,155]:5,[194,199]:5,[207,210]:3,[279,286]:6,[302,307]:3	0.5034142475259059	3.1433096062776777	0.0008352452441336145	0.05864718267350599
FOXA1	Dom	473.0	70	51	9	[8,14]:4,[81,81]:2,[153,158]:3,[174,176]:5,[214,226]:12,[237,238]:4,[243,254]:11,[259,266]:8,[401,401]:2	0.5032399727375155	3.1419470429515033	0.0008391419391551077	0.05864718267350599
RNF185		193.0	16	13	3	[2,7]:3,[103,114]:7,[114,117]:3	0.5031249897136287	3.1410480508888656	0.0008417220504927643	0.05864718267350599
MYF5		256.0	55	34	9	[27,28]:3,[34,34]:2,[91,95]:5,[104,104]:3,[119,119]:2,[129,133]:7,[154,154]:3,[198,208]:6,[232,236]:3	0.5025975456687973	3.1369242420537833	0.0008536511793935494	0.05864718267350599
OR4C46		310.0	93	80	15	[14,21]:6,[30,41]:8,[54,65]:5,[72,74]:3,[78,86]:5,[101,105]:3,[109,117]:8,[123,134]:7,[143,150]:5,[157,157]:2,[174,181]:4,[214,224]:9,[232,237]:5,[243,252]:6,[291,297]:4	0.5025509457428337	3.1365599016307826	0.000854712564502476	0.05864718267350599
OR4K2		315.0	104	82	15	[18,36]:9,[38,44]:6,[76,83]:8,[87,88]:4,[93,93]:2,[138,146]:7,[153,160]:6,[164,165]:4,[171,180]:5,[196,200]:4,[207,212]:9,[212,217]:3,[254,257]:3,[268,285]:7,[297,300]:5	0.5022355318729261	3.134093845721766	0.0008619285715350276	0.05864718267350599
OR2T2		325.0	91	73	13	[10,16]:8,[21,30]:6,[35,38]:4,[68,71]:3,[79,97]:10,[108,113]:5,[138,143]:7,[148,154]:4,[181,185]:4,[193,197]:3,[206,213]:5,[229,238]:6,[246,261]:8	0.5005435842291593	3.120865392940405	0.0009016021886059005	0.05864718267350599
RHOXF2B		578.0	26	19	5	[75,76]:3,[79,84]:4,[104,117]:8,[127,127]:2,[155,155]:2	0.5002530079188204	3.1185935289055684	0.0009085822891716924	0.05864718267350599
FKBP1A		109.0	6	4	1	[39,41]:4	0.5000031967279799	3.116640385996883	0.0009146228098194329	0.05864718267350599
HES6		225.0	5	3	1	[173,175]:3	0.500001918036788	3.116630388579932	0.000914653823717599	0.05864718267350599
PPCDC		205.0	5	3	1	[50,52]:3	0.500001918036788	3.116630388579932	0.000914653823717599	0.05864718267350599
SPACA6		325.0	5	3	1	[37,39]:3	0.500001918036788	3.116630388579932	0.000914653823717599	0.05864718267350599
FAM213B		247.0	9	5	2	[159,161]:3,[201,201]:2	0.5000010655759932	3.1166237236352967	0.0009146745001865744	0.05864718267350599
CEP19		168.0	13	7	2	[75,75]:4,[141,143]:3	0.5000007377064569	3.1166211601950535	0.0009146824527890004	0.05864718267350599
GPX1		204.0	13	7	3	[37,39]:3,[93,93]:2,[129,129]:2	0.5000007377064569	3.1166211601950535	0.0009146824527890004	0.05864718267350599
JPT1		182.0	13	7	3	[22,24]:3,[52,52]:2,[106,106]:2	0.5000007377064569	3.1166211601950535	0.0009146824527890004	0.05864718267350599
APOA2		101.0	8	4	2	[1,1]:2,[22,22]:2	0.5	3.1166153924545044	0.0009147003463767711	0.05864718267350599
C6orf223		243.0	8	4	2	[5,5]:2,[109,109]:2	0.5	3.1166153924545044	0.0009147003463767711	0.05864718267350599
FAM167B		164.0	12	6	2	[56,56]:4,[66,66]:2	0.5	3.1166153924545044	0.0009147003463767711	0.05864718267350599
FJX1		438.0	6	3	1	[191,191]:3	0.5	3.1166153924545044	0.0009147003463767711	0.05864718267350599
FLYWCH2		141.0	6	3	1	[11,11]:3	0.5	3.1166153924545044	0.0009147003463767711	0.05864718267350599
HAGHL		338.0	10	5	2	[24,24]:3,[30,30]:2	0.5	3.1166153924545044	0.0009147003463767711	0.05864718267350599
MGST3		153.0	8	4	2	[64,64]:2,[135,135]:2	0.5	3.1166153924545044	0.0009147003463767711	0.05864718267350599
NUTM2D		558.0	14	7	3	[128,128]:2,[283,283]:2,[548,548]:3	0.5	3.1166153924545044	0.0009147003463767711	0.05864718267350599
PGF		171.0	8	4	2	[34,34]:2,[123,123]:2	0.5	3.1166153924545044	0.0009147003463767711	0.05864718267350599
REEP1		209.0	16	8	4	[89,89]:2,[95,95]:2,[108,108]:2,[150,150]:2	0.5	3.1166153924545044	0.0009147003463767711	0.05864718267350599
RPS8		209.0	6	3	1	[141,141]:3	0.5	3.1166153924545044	0.0009147003463767711	0.05864718267350599
TIMM29		261.0	6	3	1	[186,186]:3	0.5	3.1166153924545044	0.0009147003463767711	0.05864718267350599
UBTD2		235.0	12	6	3	[69,69]:2,[155,155]:2,[169,169]:2	0.5	3.1166153924545044	0.0009147003463767711	0.05864718267350599
OR2M3		313.0	125	110	15	[35,52]:8,[61,65]:4,[65,74]:7,[79,81]:3,[96,121]:12,[133,136]:4,[148,159]:8,[162,167]:8,[173,178]:7,[183,184]:3,[203,210]:5,[224,237]:16,[243,253]:6,[257,270]:12,[282,294]:7	0.4994363020462211	3.112208133286654	0.0009284676498117171	0.05925428959562278
C3orf56		243.0	29	16	5	[15,17]:5,[82,82]:2,[118,118]:3,[177,178]:3,[205,208]:3	0.49913462930629576	3.109849512078588	0.000935913417713227	0.05945422333261213
CPPED1		315.0	27	16	5	[100,101]:3,[111,111]:2,[119,127]:6,[143,143]:2,[194,195]:3	0.49827670491527265	3.103141850444709	0.0009573891948259016	0.06053949564529842
SPINK2		135.0	13	8	2	[100,102]:5,[107,110]:3	0.49806955768327515	3.1015222746928446	0.0009626419346331732	0.060593694378622345
DKK2		260.0	57	40	8	[65,66]:4,[104,105]:3,[112,114]:3,[117,121]:5,[166,171]:4,[180,196]:9,[218,218]:2,[226,230]:10	0.4975129930942293	3.097170787569059	0.000976886375697432	0.06097532127569415
HIST1H2BG		127.0	33	26	5	[3,11]:6,[23,36]:6,[52,56]:4,[76,77]:3,[100,114]:7	0.4974299867139411	3.0965218041408544	0.000979027305687646	0.06097532127569415
PRAMEF19		960.0	21	13	4	[333,336]:3,[352,359]:4,[375,375]:2,[422,424]:4	0.4972370011595352	3.095012951131514	0.0009840215169666861	0.06097532127569415
OR2L13		313.0	88	67	13	[18,24]:4,[39,44]:3,[50,55]:6,[66,68]:4,[78,86]:5,[106,111]:5,[118,124]:5,[162,166]:5,[176,192]:8,[206,206]:2,[232,236]:6,[260,267]:10,[278,284]:4	0.49700858389802305	3.093227076155127	0.000989962870848791	0.06097532127569415
FGF6		209.0	35	24	6	[62,64]:4,[75,84]:7,[105,111]:4,[125,126]:3,[139,139]:2,[187,191]:4	0.49697568444915147	3.092969852589413	0.0009908213250457373	0.06097532127569415
CSN1S1		186.0	20	12	4	[26,26]:2,[137,137]:3,[150,157]:5,[172,172]:2	0.4960257518314103	3.0855428268031497	0.001015904805900201	0.06202881104188157
OR8D4		315.0	54	38	10	[10,24]:7,[33,33]:2,[41,45]:3,[53,56]:3,[96,98]:4,[105,112]:5,[152,156]:3,[165,173]:5,[217,217]:2,[312,313]:4	0.49597269513762804	3.0851280042931157	0.00101732283075602	0.06202881104188157
TRPT1		256.0	5	4	1	[150,156]:4	0.49571415106882144	3.0831065835838465	0.0010242588571108776	0.06202881104188157
PRR23C		263.0	30	20	5	[83,83]:2,[132,135]:4,[147,153]:4,[187,188]:3,[209,220]:7	0.49565176510695824	3.0826188204111697	0.0010259389856763872	0.06202881104188157
CCK		116.0	14	10	2	[73,80]:6,[100,106]:4	0.4954073927315775	3.0807082007529893	0.0010325446047375572	0.06215557806247697
IFNA7		190.0	22	13	4	[22,26]:4,[33,33]:3,[75,81]:4,[156,156]:2	0.4951271763736528	3.0785173357619664	0.0010401671282177112	0.06234219070643977
KIF2B		674.0	190	161	28	[33,36]:7,[81,104]:8,[108,118]:13,[131,146]:12,[152,163]:7,[167,180]:9,[186,186]:3,[195,199]:4,[209,210]:3,[216,221]:5,[239,245]:4,[254,254]:2,[282,289]:6,[299,314]:8,[405,411]:4,[434,444]:5,[449,454]:4,[462,469]:4,[470,477]:4,[490,498]:5,[500,508]:8,[508,512]:3,[551,559]:5,[593,608]:6,[608,622]:7,[627,633]:4,[639,640]:3,[654,669]:8	0.4947198143756782	3.075332385580452	0.0010513403910018067	0.06273907917731561
TP53TG3D		125.0	20	13	4	[35,39]:4,[56,61]:3,[84,86]:3,[117,118]:3	0.49419637525987936	3.071239889188633	0.001065859039794325	0.06321781596735124
CRISPLD1		501.0	68	52	12	[6,12]:4,[22,38]:9,[43,48]:5,[56,64]:4,[89,105]:7,[108,112]:3,[127,137]:6,[162,166]:4,[215,217]:3,[229,232]:3,[242,242]:2,[291,291]:2	0.4941006233970393	3.0704912555054493	0.0010685347203767022	0.06321781596735124
GPX5		444.0	39	30	7	[63,64]:3,[80,95]:10,[114,119]:3,[155,160]:4,[170,172]:3,[193,197]:4,[201,203]:3	0.49392669547984847	3.0691314041835747	0.0010734107045512128	0.06323489983862594
S100A7A		102.0	16	12	3	[60,73]:5,[89,94]:5,[99,99]:2	0.4936124944945248	3.066674831184095	0.0010822709226485545	0.06348555178174606
OR5AS1		325.0	85	61	12	[49,50]:3,[58,61]:6,[64,74]:6,[96,106]:7,[122,122]:2,[127,133]:4,[176,186]:7,[192,206]:7,[232,234]:3,[283,287]:8,[307,314]:5,[318,318]:3	0.4923029756669328	3.056436389089907	0.0011199250061811176	0.06533467375698818
MAPK1	Dom	361.0	39	21	1	[316,322]:21	0.4919406235328778	3.0536033474687723	0.0011305541245091196	0.06533467375698818
HIST1H4B		104.0	25	19	4	[28,28]:2,[46,60]:11,[70,70]:2,[80,86]:4	0.4918677911753807	3.053033909398005	0.0011327016887521261	0.06533467375698818
ZNF428		189.0	9	6	2	[75,84]:4,[169,169]:2	0.4918660846999564	3.053020567360114	0.0011327520513543833	0.06533467375698818
PDCL3		240.0	24	13	5	[15,15]:2,[105,105]:2,[111,114]:3,[191,192]:3,[225,226]:3	0.49032461197685195	3.040968599199949	0.0011790921137517067	0.06731379850468092
NKAIN3		219.0	27	19	4	[34,39]:4,[92,96]:5,[104,109]:4,[131,137]:6	0.4902788677222792	3.040610948823554	0.001180493435914352	0.06731379850468092
NCR2		277.0	30	18	5	[75,79]:5,[141,145]:4,[181,181]:2,[214,216]:3,[244,245]:4	0.4902390367847255	3.040299531576923	0.0011817148522403178	0.06731379850468092
RIMS4		271.0	39	25	8	[37,37]:2,[109,109]:2,[126,139]:7,[146,146]:2,[174,175]:3,[189,192]:4,[223,223]:2,[252,252]:3	0.4900081402144341	3.0384942721832706	0.0011888181233007007	0.0673177809506663
OR5H1		314.0	70	51	12	[23,35]:6,[53,63]:6,[79,79]:2,[94,94]:3,[122,122]:3,[162,176]:5,[226,231]:3,[237,238]:3,[247,248]:3,[253,258]:5,[264,276]:6,[281,289]:6	0.48990534795535323	3.0376905933279876	0.0011919929677187595	0.0673177809506663
CHRM3		591.0	102	68	17	[59,59]:2,[65,68]:3,[118,122]:4,[122,133]:6,[179,180]:4,[188,188]:2,[210,218]:7,[253,261]:4,[276,278]:3,[302,307]:4,[333,342]:5,[359,362]:3,[373,375]:3,[411,423]:8,[531,532]:4,[541,542]:4,[584,584]:2	0.48976194802910306	3.036569424383878	0.0011964349896926546	0.0673177809506663
LHX6		393.0	21	13	4	[1,6]:3,[140,143]:5,[177,177]:2,[330,335]:3	0.48894319329083746	3.0301680097570345	0.0012220886653892039	0.06829526647381833
MMAB		251.0	17	11	3	[124,126]:3,[190,195]:5,[232,235]:3	0.4888650526853008	3.0295570692740608	0.0012245631388618167	0.06829526647381833
NHLH1		134.0	13	7	3	[63,66]:3,[72,72]:2,[82,82]:2	0.48873565865909185	3.028545405129369	0.0012286707352562164	0.06829526647381833
OR8D1		309.0	78	52	13	[5,11]:4,[22,26]:4,[33,36]:4,[55,59]:4,[85,87]:3,[93,93]:2,[109,122]:7,[127,128]:3,[180,183]:3,[237,247]:5,[272,277]:5,[293,295]:3,[303,307]:5	0.48845465305770275	3.026348369456919	0.001237634677300295	0.06851724508668501
OR2T33		321.0	112	102	16	[18,37]:9,[48,54]:5,[54,65]:6,[68,71]:4,[79,95]:11,[110,122]:8,[141,156]:10,[165,171]:5,[177,184]:6,[194,194]:2,[205,210]:3,[218,228]:8,[241,247]:4,[247,253]:4,[258,267]:9,[295,306]:8	0.48801982180668724	3.022948651567828	0.0012516235725482155	0.0690145237903086
PLCZ1		609.0	76	55	11	[14,17]:6,[29,45]:11,[65,68]:3,[80,81]:3,[88,93]:3,[96,103]:5,[106,113]:7,[117,124]:6,[130,133]:4,[254,262]:4,[391,393]:3	0.4878159677983698	3.0213548238077	0.001258231404225033	0.06910246974996845
CXorf67		504.0	62	40	12	[25,27]:4,[55,57]:3,[108,111]:3,[192,197]:3,[268,268]:2,[306,320]:8,[336,340]:3,[348,348]:2,[370,374]:4,[402,404]:3,[437,440]:3,[503,503]:2	0.4873271561144551	3.017533061176058	0.0012742062055375876	0.06970211326720493
KRT15		457.0	50	28	4	[202,206]:18,[211,214]:4,[232,232]:2,[453,456]:4	0.48656981930665943	3.011611841191255	0.001299323271531625	0.07079514347060653
FGFR2	Dom	823.0	130	74	11	[121,122]:3,[132,139]:28,[258,263]:6,[270,272]:6,[296,301]:3,[358,359]:3,[425,425]:3,[432,440]:10,[547,556]:7,[578,583]:3,[665,665]:2	0.48503648832445323	2.99962352904044	0.0013515674363610848	0.07312289283446341
DCAF12L2	NA	464.0	138	107	18	[14,24]:5,[30,31]:4,[41,41]:2,[46,50]:7,[125,140]:11,[162,169]:5,[192,199]:4,[206,206]:2,[211,222]:11,[246,249]:6,[263,269]:5,[319,337]:20,[345,347]:3,[351,354]:4,[360,360]:2,[378,381]:4,[426,449]:10,[460,460]:2	0.4848912928066491	2.9984883213060796	0.001356612774186246	0.07312289283446341
KLRC2		232.0	29	20	6	[20,28]:4,[35,35]:2,[48,56]:5,[73,76]:3,[171,174]:3,[174,177]:3	0.4848526431517312	2.998186139889899	0.0013579586917390376	0.07312289283446341
CLEC5A		189.0	30	27	5	[49,62]:9,[67,71]:4,[78,85]:6,[92,101]:5,[107,112]:3	0.4846884094776607	2.9969020827794113	0.0013636915064147409	0.07314586543162337
OR10S1		332.0	71	57	10	[13,17]:3,[61,62]:3,[120,127]:6,[160,163]:3,[173,181]:9,[194,202]:6,[238,243]:5,[263,285]:10,[289,307]:9,[329,330]:3	0.48438067078055946	2.9944960350281122	0.0013744931435322803	0.073439488308498
PRB3		310.0	62	39	8	[74,74]:2,[80,86]:7,[95,97]:6,[115,119]:6,[135,139]:4,[168,177]:5,[200,201]:7,[222,222]:2	0.4840916248693229	2.992236136382593	0.0013847097874119204	0.07369970818329467
CYP7B1		507.0	76	54	10	[52,54]:5,[62,78]:8,[198,201]:4,[286,286]:2,[307,313]:7,[316,324]:6,[332,332]:4,[336,338]:5,[418,426]:6,[452,461]:7	0.4837699064565643	2.989720788553864	0.0013961628120393284	0.07402347832293132
HCN1		891.0	280	233	38	[78,92]:7,[98,104]:4,[126,126]:2,[172,175]:6,[204,229]:10,[229,232]:4,[267,277]:6,[279,294]:7,[297,302]:3,[311,316]:5,[326,326]:2,[335,340]:4,[348,348]:3,[352,355]:4,[425,429]:4,[447,450]:4,[456,457]:4,[493,509]:10,[516,518]:4,[534,552]:11,[556,561]:5,[570,584]:7,[584,592]:6,[631,649]:9,[651,662]:11,[666,666]:3,[685,692]:6,[700,709]:7,[714,724]:12,[762,771]:12,[785,796]:6,[800,802]:3,[809,813]:3,[819,832]:12,[845,854]:12,[856,860]:5,[867,870]:4,[877,881]:6	0.4834609441394734	2.9873051739585104	0.0014072430981151602	0.0743250808717145
PDYN		255.0	80	60	9	[15,19]:4,[113,119]:5,[140,153]:8,[162,167]:5,[174,180]:13,[188,195]:4,[202,207]:7,[211,215]:10,[230,235]:4	0.48315554912026754	2.9849174501976066	0.0014182743105986741	0.07462179912825467
KRTAP4-6		206.0	41	26	5	[37,44]:7,[62,62]:7,[81,81]:2,[124,143]:8,[172,172]:2	0.48289340240875234	2.982867862311218	0.0014278062593149957	0.07478582822383927
RHEB		185.0	17	9	3	[13,13]:2,[21,24]:4,[35,35]:3	0.48277195015423935	2.9819182907213797	0.0014322421944935485	0.07478582822383927
CYP11B1		504.0	106	70	17	[4,5]:3,[17,28]:6,[28,31]:5,[40,46]:6,[82,82]:2,[118,123]:4,[136,143]:4,[179,183]:4,[208,209]:3,[313,317]:4,[319,322]:4,[329,331]:4,[341,341]:4,[402,408]:4,[415,422]:5,[433,441]:6,[454,454]:2	0.482293406841382	2.9781768111068714	0.0014498432837831935	0.07523747504837906
HTR5A		358.0	106	79	15	[4,16]:6,[28,31]:6,[52,71]:8,[104,111]:6,[118,127]:8,[144,159]:11,[163,163]:3,[176,176]:3,[183,196]:8,[225,232]:7,[262,262]:2,[295,298]:4,[303,307]:3,[316,316]:2,[335,335]:2	0.48224032867632316	2.977761820724167	0.001451807643298428	0.07523747504837906
PRRX1	Dom	246.0	50	42	7	[79,95]:6,[111,114]:3,[127,129]:5,[145,153]:5,[162,170]:6,[191,206]:10,[211,216]:7	0.48207505721130356	2.9764696496696	0.0014579397111997576	0.0752722805950886
MYCT1		236.0	58	43	8	[2,3]:3,[47,55]:7,[79,87]:6,[95,99]:6,[121,127]:7,[149,149]:2,[168,178]:8,[204,207]:4	0.481471417014331	2.971750103014595	0.0014805379504950562	0.07615378972975503
PLCXD2		306.0	31	18	6	[66,66]:2,[241,241]:2,[261,261]:3,[269,269]:2,[274,281]:6,[294,297]:3	0.4811050664270211	2.9688857995809124	0.0014944082557870292	0.07624425979707908
DNAJB3		146.0	27	19	4	[43,43]:2,[57,64]:8,[67,72]:4,[86,95]:5	0.48106726597506183	2.968590257638052	0.0014958461353740424	0.07624425979707908
PRRT1		2456.0	17	9	4	[7,7]:2,[58,58]:2,[218,218]:2,[264,269]:3	0.4809873630602174	2.967965538581285	0.0014988896920571947	0.07624425979707908
