entrez	symbol	chromosome	tstart	tend
5329	PLAUR	chr19	44153045	44171847
5331	PLCB3	chr11	64019122	64035025
5340	PLG	chr6	161123337	161174090
5351	PLOD1	chr1	12004572	12034862
5352	PLOD2	chr3	145788507	145878776
5354	PLP1	chrX	103040510	103045523
5373	PMM2	chr16	8891740	8941679
5376	PMP22	chr17	15134237	15164044
5378	PMS1	chr2	190656536	190742159
5406	PNLIP	chr10	118305605	118327307
5413	SEPT5	chr22	19706261	19710004
5420	PODXL	chr7	131189073	131196199
5430	POLR2A	chr17	7388084	7417493
5431	POLR2B	chr4	57852519	57897151
5443	POMC	chr2	25383953	25387641
5444	PON1	chr7	94928259	94953787
5445	PON2	chr7	95034645	95064263
5446	PON3	chr7	94989288	95025662
5447	POR	chr7	75583311	75615796
5449	POU1F1	chr3	87309047	87325612
5456	POU3F4	chrX	82763333	82764415
5465	PPARA	chr22	46594281	46631274
5476	CTSA	chr20	44519965	44527086
5479	PPIB	chr15	64448225	64455185
5480	PPIC	chr5	122359573	122372320
5499	PPP1CA	chr11	67166009	67169253
5516	PPP2CB	chr8	30643754	30669937
5530	PPP3CA	chr4	101947025	102267953
5534	PPP3R1	chr2	68408098	68444263
5538	PPT1	chr1	40539736	40562910
5557	PRIM1	chr12	57127932	57146082
5589	PRKCSH	chr19	11546939	11560224
5618	PRLR	chr5	35049258	35089722
5621	PRNP	chr20	4679867	4680625
5627	PROS1	chr3	93593092	93692593
5638	PRRG1	chrX	37285092	37312871
5639	PRRG2	chr19	50086477	50093307
5641	LGMN	chr14	93170611	93199131
5653	KLK6	chr19	51462423	51470582
5663	PSEN1	chr14	73614728	73685994
5664	PSEN2	chr1	227069609	227083277
5675	PSG6	chr19	43411072	43421944
5707	PSMD1	chr2	231926956	232035423
5724	PTAFR	chr1	28476507	28477532
5727	PTCH1	chr9	98209197	98279102
5729	PTGDR	chr14	52734533	52741679
5730	PTGDS	chr9	139872031	139874735
5731	PTGER1	chr19	14583375	14585132
5732	PTGER2	chr14	52781267	52794169
5734	PTGER4	chr5	40681096	40696825
5737	PTGFR	chr1	78958429	79002369
5739	PTGIR	chr19	47124540	47127482
5740	PTGIS	chr20	48124460	48184653
5741	PTH	chr11	13513955	13517679
5742	PTGS1	chr9	125140177	125154820
5743	PTGS2	chr1	186643488	186648571
5768	QSOX1	chr1	180124043	180166169
5805	PTS	chr11	112097167	112104275
5828	PEX2	chr8	77895500	77896414
5832	ALDH18A1	chr10	97366522	97413134
5860	QDPR	chr4	17488757	17513677
5896	RAG1	chr11	36594855	36597983
5897	RAG2	chr11	36614138	36615718
5908	RAP1B	chr12	69042505	69050964
5915	RARB	chr3	25215889	25638104
5916	RARG	chr12	53605463	53621329
5961	PRPH2	chr6	42666036	42690072
5972	REN	chr1	204124147	204135421
5990	RFX2	chr19	5994849	6047507
5993	RFX5	chr1	151314665	151318796
5994	RFXAP	chr13	37393495	37401887
5995	RGR	chr10	86004847	86018392
6001	RGS10	chr10	121259628	121302150
6005	RHAG	chr6	49574558	49604525
6010	RHO	chr3	129247577	129252558
6094	ROM1	chr11	62380754	62382308
6103	RPGR	chrX	38128882	38182778
6121	RPE65	chr1	68895462	68914388
6122	RPL3	chr22	39709196	39714597
6124	RPL4	chr15	66791748	66795867
6125	RPL5	chr1	93298946	93307419
6128	RPL6	chr12	112843031	112846460
6130	RPL7A	chr9	136215777	136218218
6135	RPL11	chr1	24019099	24022398
6141	RPL18	chr19	49118632	49121134
6143	RPL19	chr17	37357464	37360898
6146	RPL22	chr1	6246735	6257816
6152	RPL24	chr3	101399982	101405400
6154	RPL26	chr17	8280885	8285628
6155	RPL27	chr17	41150768	41154934
6156	RPL30	chr8	99054032	99057316
6157	RPL27A	chr11	8704749	8707350
6158	RPL28	chr19	55897726	55899697
6159	RPL29	chr3	37058014	37058478
6161	RPL32	chr3	12877596	12881736
6164	RPL34	chr4	109543116	109546365
6165	RPL35A	chr3	197678028	197681018
6166	RPL36AL	chr14	50085505	50085822
6167	RPL37	chr5	40832609	40834708
6168	RPL37A	chr2	217363993	217366124
6169	RPL38	chr17	72200269	72205450
6175	RPLP0	chr12	120634579	120638586
6176	RPLP1	chr15	69745288	69747843
6188	RPS3	chr11	75111738	75115906
6191	RPS4X	chrX	71492524	71496084
6193	RPS5	chr19	58899505	58906114
6194	RPS6	chr9	19376294	19379616
6195	RPS6KA1	chr1	26856412	26900689
6201	RPS7	chr2	3623200	3628469
6202	RPS8	chr1	45241705	45244354
6203	RPS9	chr19	54705053	54711440
6205	RPS11	chr19	50000451	50002889
6210	RPS15A	chr16	18794334	18800435
6218	RPS17	chr15	83205555	83208883
6224	RPS20	chr8	56982300	56986718
6227	RPS21	chr20	60962395	60963421
6228	RPS23	chr5	81571931	81573672
6229	RPS24	chr10	79795110	79814765
6230	RPS25	chr11	118886558	118888763
6239	RREB1	chr6	7182145	7249198
6240	RRM1	chr11	4123222	4159610
6241	RRM2	chr2	10262746	10269510
6242	RTKN	chr2	74653373	74668943
6247	RS1	chrX	18660127	18690188
6259	RYK	chr3	133877000	133969496
6261	RYR1	chr19	38924470	39078057
6263	RYR3	chr15	33603247	34157424
6284	S100A13	chr1	153591374	153598948
6288	SAA1	chr11	18288435	18291399
6295	SAG	chr2	234217836	234255555
6307	MSMO1	chr4	166254523	166263095
6309	SC5D	chr11	121174085	121178218
6310	ATXN1	chr6	16306563	16328541
6314	ATXN7	chr3	63898275	63985232
6324	SCN1B	chr19	35521725	35530602
6329	SCN4A	chr17	62018134	62050201
6331	SCN5A	chr3	38591815	38674798
6342	SCP2	chr1	53393069	53516373
6386	SDCBP	chr8	59477578	59494296
6387	CXCL12	chr10	44868339	44880453
6401	SELE	chr1	169694888	169702149
6402	SELL	chr1	169670699	169679658
6432	SRSF7	chr2	38972278	38977337
6439	SFTPB	chr2	85888599	85895342
6443	SGCB	chr4	52890126	52899806
6444	SGCD	chr5	155771499	156186398
6448	SGSH	chr17	78181414	78194112
6453	ITSN1	chr21	35093482	35260601
6469	SHH	chr7	155592704	155604816
6477	SIAH1	chr16	48395494	48399388
6514	SLC2A2	chr3	170715695	170736412
6519	SLC3A1	chr2	44502675	44547775
6520	SLC3A2	chr11	62623742	62656162
6521	SLC4A1	chr17	42327829	42340097
6523	SLC5A1	chr22	32439269	32506197
6536	SLC6A9	chr1	44463220	44482842
6542	SLC7A2	chr8	17396334	17422652
6555	SLC10A2	chr13	103698486	103718599
6556	SLC11A1	chr2	219247679	219259755
6557	SLC12A1	chr15	48499917	48595079
6559	SLC12A3	chr16	56899148	56947314
6604	SMARCD3	chr7	150936192	150945648
6609	SMPD1	chr11	6411829	6415834
6647	SOD1	chr21	33032083	33040888
6648	SOD2	chr6	160103528	160113894
6662	SOX9	chr17	70117533	70120525
6670	SP3	chr2	174774672	174829282
6692	SPINT1	chr15	41136753	41149170
6696	SPP1	chr4	88898048	88904045
6701	SPRR2B	chr1	153043100	153043315
6704	SPRR2E	chr1	153066012	153066227
6705	SPRR2F	chr1	153084994	153085209
6706	SPRR2G	chr1	153122368	153122586
6716	SRD5A2	chr2	31751269	31805969
6720	SREBF1	chr17	17715939	17740131
6760	SS18	chr18	23612363	23670533
6779	STATH	chr4	70864155	70866663
6792	CDKL5	chrX	18525217	18671661
6795	AURKC	chr19	57742617	57746782
6812	STXBP1	chr9	130413884	130453133
6876	TAGLN	chr11	117073730	117075072
6890	TAP1	chr6	32813359	32821593
6891	TAP2	chr6	32796635	32806010
6898	TAT	chr16	71602050	71610318
6927	HNF1A	chr12	121416572	121438992
6928	HNF1B	chr17	36047286	36104875
6948	TCN2	chr22	31003319	31022505
6950	TCP1	chr6	160200080	160210500
7010	TEK	chr9	27109589	27229227
7035	TFPI	chr2	188331666	188368495
7045	TGFBI	chr5	135364745	135397268
7048	TGFBR2	chr3	30648376	30733088
7051	TGM1	chr14	24718522	24731558
7054	TH	chr11	2185466	2193016
7056	THBD	chr20	23028417	23030141
7066	THPO	chr3	184090304	184096137
7068	THRB	chr3	24164378	24231826
7071	KLF10	chr8	103662363	103664625
7078	TIMP3	chr22	33197988	33255361
7112	TMPO	chr12	98909646	98941633
7124	TNF	chr6	31543519	31545311
7137	TNNI3	chr19	55663205	55668501
7139	TNNT2	chr1	201328341	201342382
7157	TP53	chr17	7572930	7579912
7159	TP53BP2	chr1	223971817	224009069
7163	TPD52	chr8	80950354	80992688
7164	TPD52L1	chr6	125541223	125584105
7167	TPI1	chr12	6976620	6979544
7172	TPMT	chr6	18130902	18149358
7181	NR2C1	chr12	95416008	95461160
7203	CCT3	chr1	156278993	156305683
7248	TSC1	chr9	135771625	135804259
7252	TSHB	chr1	115575984	115576845
7253	TSHR	chr14	81422025	81610694
7274	TTPA	chr8	63973814	63998580
7276	TTR	chr18	29171866	29178635
7291	TWIST1	chr7	19156339	19156944
7298	TYMS	chr18	657743	672994
7299	TYR	chr11	88911122	89028531
7306	TYRP1	chr9	12693997	12709179
7337	UBE3A	chr15	25584287	25650651
7355	SLC35A2	chrX	48760644	48768913
7360	UGP2	chr2	64083439	64118358
7372	UMPS	chr3	124449319	124462928
7389	UROD	chr1	45478580	45481167
7398	USP1	chr1	62905539	62916649
7421	VDR	chr12	48238532	48276558
7422	VEGFA	chr6	43738447	43752362
7428	VHL	chr3	10183532	10191646
7436	VLDLR	chr9	2622190	2652955
7448	VTN	chr17	26694393	26697224
7450	VWF	chr12	6058184	6232362
7486	WRN	chr8	30915964	31030615
7490	WT1	chr11	32410607	32456888
7498	XDH	chr2	31558827	31637532
7507	XPA	chr9	100437724	100459574
7549	ZNF2	chr2	95843225	95847851
7564	ZNF16	chr8	146156127	146171592
7569	ZNF182	chrX	47835569	47842814
7580	ZNF32	chr10	44139501	44141581
7587	ZNF37A	chr10	38403680	38407762
7675	ZNF121	chr19	9676619	9677785
7704	ZBTB16	chr11	113934023	114121274
7727	ZNF174	chr16	3452005	3458916
7741	ZSCAN26	chr6	28239698	28244870
7756	ZNF207	chr17	30677305	30696775
7780	SLC30A2	chr1	26365654	26372387
7799	PRDM2	chr1	14026535	14143064
7812	CSDE1	chr1	115260793	115284285
7852	CXCR4	chr2	136872442	136874258
7869	SEMA3B	chr3	50306673	50314134
7957	EPM2A	chr6	145822014	146056634
8200	GDF5	chr20	34021710	34025708
8224	SYN3	chr22	32909682	33402647
8288	EPX	chr17	56270208	56281781
8398	PLA2G6	chr22	38508171	38565433
8405	SPOP	chr17	47677743	47700172
8440	NCK2	chr2	106471520	106509629
8444	DYRK3	chr1	206809049	206822307
8451	CUL4A	chr13	113863942	113917893
8487	GEMIN2	chr14	39583510	39602927
8502	PKP4	chr2	159389697	159537186
8517	IKBKG	chrX	153770479	153792673
8532	CPZ	chr4	8594561	8621341
8544	PIR	chrX	15403129	15509380
8545	CGGBP1	chr3	88104626	88105126
8576	STK16	chr2	220110722	220113278
8622	PDE8B	chr5	76476276	76722376
8650	NUMB	chr14	73743289	73822459
8675	STX16	chr20	57227063	57251344
8703	B4GALT3	chr1	161141609	161145850
8704	B4GALT2	chr1	44446782	44456117
8883	NAE1	chr16	66836915	66864802
8911	CACNA1I	chr22	39966758	40082407
8936	WASF1	chr6	110421728	110448804
8942	KYNU	chr2	143642937	143799738
8974	P4HA2	chr5	131528706	131554319
8986	RPS6KA4	chr11	64126708	64138949
9060	PAPSS2	chr10	89468953	89505724
9184	BUB3	chr10	124914434	124922345
9235	IL32	chr16	3117369	3119353
9287	TAAR2	chr6	132938292	132945414
9338	TCEAL1	chrX	102884845	102885321
9349	RPL23	chr17	37006388	37009359
9364	RAB28	chr4	13370185	13485774
9373	PLAA	chr9	26905512	26947043
9467	SH3BP5	chr3	15297596	15373915
9500	MAGED1	chrX	51637401	51645023
9529	BAG5	chr14	104026161	104028344
9570	GOSR2	chr17	45006887	45041157
9587	MAD2L1BP	chr6	43603613	43608267
9657	IQCB1	chr3	121489195	121547807
9681	DEPDC5	chr22	32150908	32302480
9698	PUM1	chr1	31406061	31532413
9709	HERPUD1	chr16	56966157	56977199
9715	FAM131B	chr7	143053646	143057243
9768	PCLAF	chr15	64658207	64673570
9793	CKAP5	chr11	46765576	46842782
9802	DAZAP2	chr12	51634126	51639925
9807	IP6K1	chr3	49764558	49785473
9818	NUP58	chr13	25875912	25923779
9949	AMMECR1	chrX	109441751	109561299
9986	RCE1	chr11	66610927	66613563
10006	ABI1	chr10	27037502	27149792
10039	PARP3	chr3	51977369	51982493
10051	SMC4	chr3	160118615	160151594
10057	ABCC5	chr3	183639091	183732180
10084	PQBP1	chrX	48755793	48760358
10097	ACTR2	chr2	65455044	65495865
10133	OPTN	chr10	13151123	13178863
10144	FAM13A	chr4	89649687	89950800
10147	SUGP2	chr19	19105178	19141892
10160	FARP1	chr13	98865497	99100568
10161	LPAR6	chr13	48985528	48986559
10169	SERF2	chr15	44085175	44086167
10195	ALG3	chr3	183960305	183967065
10206	TRIM13	chr13	50586071	50587297
10298	PAK4	chr19	39660194	39669216
10342	TFG	chr3	100432530	100467372
10390	CEPT1	chr1	111690337	111726929
10456	HAX1	chr1	154245200	154248174
10476	ATP5PD	chr17	73035030	73038745
10548	TM9SF1	chr14	24658624	24664225
10555	AGPAT2	chr9	139568207	139581809
10574	CCT7	chr2	73466771	73479986
10600	USP16	chr21	30400235	30426505
10630	PDPN	chr1	13910301	13940907
10644	IGF2BP2	chr3	185363322	185542748
10651	MTX2	chr2	177134358	177202389
10658	CELF1	chr11	47493785	47521075
10659	CELF2	chr10	10840728	11371013
10814	CPLX2	chr5	175305904	175307045
10861	SLC26A1	chr4	982624	985491
10867	TSPAN9	chr12	3310360	3392279
10868	USP20	chr9	132614835	132642549
11034	DSTN	chr20	17581383	17587788
11130	ZWINT	chr10	58118182	58120143
11152	WDR45	chrX	48932465	48935754
11160	ERLIN2	chr8	37595441	37611630
11169	WDHD1	chr14	55408211	55493505
11244	ZHX1	chr8	124265568	124268186
11262	SP140	chr2	231090560	231179089
11338	U2AF2	chr19	56166471	56185431
22801	ITGA11	chr15	68595400	68724405
22843	PPM1E	chr17	56833359	57058389
22861	NLRP1	chr17	5405137	5487277
22883	CLSTN1	chr1	9790569	9883791
22925	PLA2R1	chr2	160798292	160918914
23023	TMCC1	chr3	129370327	129599355
23074	UHRF1BP1L	chr12	100422335	100536413
23078	VWA8	chr13	42142336	42535151
23112	TNRC6B	chr22	40521822	40719242
23154	NCDN	chr1	36024705	36031261
23230	VPS13A	chr9	79792621	80030919
23265	EXOC7	chr17	74079732	74099773
23299	BICD2	chr9	95477439	95527026
23305	ACSL6	chr5	131289930	131347246
23313	KIAA0930	chr22	45593672	45636584
23355	VPS8	chr3	184542421	184769810
23451	SF3B1	chr2	198257030	198288699
23480	SEC61G	chr7	54823471	54825281
23597	ACOT9	chrX	23722014	23754135
23646	PLD3	chr19	40872517	40884077
23746	AIPL1	chr17	6328783	6338424
23767	FLRT3	chr20	14306206	14308152
24144	TFIP11	chr22	26887982	26908398
25776	CBY1	chr22	39064021	39069238
25793	FBXO7	chr22	32870990	32894514
25855	BRMS1	chr11	66105142	66109705
25888	ZNF473	chr19	50542418	50550313
25891	PAMR1	chr11	35453907	35547133
25898	RCHY1	chr4	76407751	76439496
25943	C20orf194	chr20	3233221	3388204
26022	TMEM98	chr17	31258547	31268008
26036	ZNF451	chr6	56955609	57033264
26100	WIPI2	chr7	5230051	5270575
26135	SERBP1	chr1	67878893	67895983
26147	PHF19	chr9	123620225	123657107
26219	OR1J4	chr9	125281420	125282358
26246	OR2L2	chr1	248201570	248202505
26262	TSPAN17	chr5	176074617	176084696
26338	OR5L2	chr11	55594695	55595627
26339	OR5K1	chr3	98188421	98189344
26341	OR5H1	chr3	97851542	97852480
26496	OR10A3	chr11	7960126	7961067
26533	OR10G3	chr14	22037937	22038875
26534	OR10G2	chr14	22102069	22102998
26595	OR8B2	chr11	124252301	124253239
26682	OR4F4	chr15	102462348	102463262
26686	OR4E2	chr14	22133297	22134235
26735	OR1L3	chr9	125437409	125438380
26737	OR1L1	chr9	125423995	125424924
26999	CYFIP2	chr5	156712372	156820005
27086	FOXP1	chr3	71008401	71247532
27097	TAF5L	chr1	229730047	229750229
27106	ARRDC2	chr19	18112124	18123772
27122	DKK3	chr11	11986014	12030129
27124	INPP5J	chr22	31518925	31530402
27185	DISC1	chr1	231762614	232172574
27245	AHDC1	chr1	27873818	27878626
27247	NFU1	chr2	69623381	69664554
27303	RBMS3	chr3	29323173	30032701
28511	NKIRAS2	chr17	40173596	40175908
28965	SLC27A6	chr5	128301831	128368972
28988	DBNL	chr7	44084337	44100512
28990	ASTE1	chr3	130732904	130744150
29058	TMEM230	chr20	5049837	5093674
29071	C1GALT1C1	chrX	119760068	119761021
29086	BABAM1	chr19	17379616	17389854
29093	MRPL22	chr5	154320776	154346454
29114	TAGLN3	chr3	111718270	111732395
29121	CLEC2D	chr12	9822331	9847467
29780	PARVB	chr22	44395221	44564555
29789	OLA1	chr2	174940157	175111543
29919	RMC1	chr18	21083583	21111665
29942	PURG	chr8	30854112	30890298
51010	EXOSC3	chr9	37780679	37785041
51104	ABHD17B	chr9	74481706	74489996
51106	TFB1M	chr6	155574764	155635562
51114	ZDHHC9	chrX	128940349	128975921
51125	GOLGA7	chr8	41348374	41364622
51127	TRIM17	chr1	228595905	228602773
51128	SAR1B	chr5	133942643	133959709
51149	MRNIP	chr5	179264394	179285796
51151	SLC45A2	chr5	33944756	33984688
51155	JPT1	chr17	73132100	73150492
51186	TCEAL9	chrX	102612613	102612924
51208	CLDN18	chr3	137717711	137749980
51231	VRK3	chr19	50482354	50519419
51247	PAIP2	chr5	138699474	138704484
51251	NT5C3A	chr7	33054345	33102317
51292	GMPR2	chr14	24702406	24707981
51313	FAM198B	chr4	159048562	159092527
51329	ARL6IP4	chr12	123464752	123467220
51335	NGRN	chr15	90808945	90815017
51529	ANAPC11	chr17	79852354	79858023
51537	MTFP1	chr22	30821868	30824658
51542	VPS54	chr2	64120567	64211133
51559	NT5DC3	chr12	104171610	104234934
51586	MED15	chr22	20861966	20940988
51596	CUTA	chr6	33384430	33385962
51603	METTL13	chr1	171751108	171783163
51651	PTRH2	chr17	57774803	57775339
53339	BTBD1	chr15	83686822	83735903
53345	TM6SF2	chr19	19375476	19384024
53347	UBASH3A	chr21	43824055	43867301
53834	FGFRL1	chr4	1015990	1019132
53917	RAB24	chr5	176728747	176730289
54014	BRWD1	chr21	40558955	40685417
54058	C21orf58	chr21	47721916	47742652
54093	SETD4	chr21	37408418	37431186
54437	SEMA5B	chr3	122628993	122694970
54475	NLE1	chr17	33460192	33469141
54503	ZDHHC13	chr11	19164522	19197504
54522	ANKRD16	chr10	5920096	5931317
54536	EXOC6	chr10	94594472	94818109
54751	FBLIM1	chr1	16091479	16111153
54816	ZNF280D	chr15	56923699	56996463
54821	ERCC6L	chrX	71424867	71458761
54832	VPS13C	chr15	62146659	62352573
54874	FNBP1L	chr1	93965025	94016679
54967	CT55	chrX	134290887	134305095
54985	HCFC1R1	chr16	3072867	3073942
54993	ZSCAN2	chr15	85147159	85165268
55160	ARHGEF10L	chr1	17913954	18023872
55240	STEAP3	chr2	120003064	120020911
55284	UBE2W	chr8	74717887	74791144
55288	RHOT1	chr17	30498049	30580143
55294	FBXW7	chr4	153244036	153332955
55328	RNLS	chr10	90034721	90342947
55339	WDR33	chr2	128463900	128528555
55620	STAP2	chr19	4324133	4338750
55727	BTBD7	chr14	93708622	93762397
55755	CDK5RAP2	chr9	123151517	123342256
55775	TDP1	chr14	90429459	90509503
55791	LRIF1	chr1	111420260	111506310
55827	DCAF6	chr1	167906150	168044670
55830	GLT8D1	chr3	52728864	52734377
55862	ECHDC1	chr6	127611017	127652176
55885	LMO3	chr12	16704159	16758747
55954	ZMAT5	chr22	30127217	30144533
55973	BCAP29	chr7	107221218	107259047
56159	TEX11	chrX	69748948	70099960
56660	KCNK12	chr2	47748049	47797470
56897	WRNIP1	chr6	2765857	2785513
56941	HMCES	chr3	128998576	129023665
56998	CTNNBIP1	chr1	9910779	9932122
57120	GOPC	chr6	117884420	117923451
57175	CORO1B	chr11	67205850	67210099
57198	ATP8B2	chr1	154300276	154321591
57228	SMAGP	chr12	51639728	51640616
57348	TTYH1	chr19	54926727	54947352
57471	ERMN	chr2	158177786	158182190
57539	WDR35	chr2	20113322	20189043
57623	ZFAT	chr8	135490728	135669981
57628	DPP10	chr2	115822335	116599918
57713	SFMBT2	chr10	7205735	7423860
59352	LGR6	chr1	202163118	202288332
60487	TRMT11	chr6	126307697	126359979
63905	MANBAL	chr20	35929667	35944815
63933	MCUR1	chr6	13791044	13814661
63941	NECAB3	chr20	32245749	32262158
64081	PBLD	chr10	70043937	70066601
64219	PJA1	chrX	68381153	68383081
64332	NFKBIZ	chr3	101568473	101578212
64400	AKTIP	chr16	53526327	53534171
64711	HS3ST6	chr16	1961594	1968324
64745	METTL17	chr14	21458162	21465046
64849	SLC13A3	chr20	45188664	45280060
64859	NABP1	chr2	192543341	192550491
65267	WNK3	chrX	54224760	54360106
65980	BRD9	chr5	864586	892772
65981	CAPRIN2	chr12	30862839	30906697
66035	SLC2A11	chr22	24199677	24227130
78999	LRFN4	chr11	66625216	66627663
79053	ALG8	chr11	77812013	77850634
79096	C11orf49	chr11	46958281	47185800
79145	CHCHD7	chr8	57125410	57129991
79148	MMP28	chr17	34093522	34122381
79290	OR13A1	chr10	45798887	45799870
79295	OR5H6	chr3	97983129	97984103
79310	OR5H2	chr3	98001732	98002673
79317	OR4K5	chr14	20388766	20389734
79324	OR51G1	chr11	4944607	4945569
79473	OR52N1	chr11	5809087	5810046
79501	OR4F5	chr1	69091	70005
79544	OR4K1	chr14	20403826	20404758
79582	SPAG16	chr2	214149208	215275036
79651	RHBDF2	chr17	74467718	74477606
79664	ICE2	chr15	60715836	60768365
79699	ZYG11B	chr1	53222130	53287298
79741	CCDC7	chr10	32740571	33165318
79760	GEMIN7	chr19	45593373	45593765
79772	MCTP1	chr5	94040843	94620279
79807	GSTCD	chr4	106638771	106766731
79870	BAALC	chr8	104153126	104240324
79898	ZNF613	chr19	52443459	52448987
79921	TCEAL4	chrX	102832022	102842248
79982	DNAJB14	chr4	100822188	100867728
80196	RNF34	chr12	121853962	121861376
80207	OPA3	chr19	46032317	46088022
80223	RAB11FIP1	chr8	37720416	37756959
80298	MTERF2	chr12	107371338	107372492
80310	PDGFD	chr11	103780425	104034655
80324	PUS1	chr12	132414268	132426531
80381	CD276	chr15	73991981	74003510
80764	THAP7	chr22	21354172	21356200
80772	CPTP	chr1	1262291	1263140
81061	OR11H1	chr14	19377594	19378571
81099	OR4F17	chr19	110679	111593
81127	OR4K15	chr14	20443678	20444721
81168	OR8J3	chr11	55904250	55905194
81282	OR51G2	chr11	4935952	4936893
81300	OR4P4	chr11	55405834	55406769
81309	OR4C15	chr11	55321783	55322892
81318	OR4A5	chr11	51411451	51412395
81327	OR4A16	chr11	55110677	55111660
81328	OR4A15	chr11	55135360	55136391
81392	OR2AE1	chr7	99473688	99474656
81442	OR6N2	chr1	158746475	158747425
81448	OR6K2	chr1	158669471	158670442
81469	OR2G3	chr1	247768888	247769814
81470	OR2G2	chr1	247751662	247752612
81555	YIPF5	chr5	143539964	143549519
81614	NIPA2	chr15	23006224	23021336
81618	ITM2C	chr2	231729741	231742811
81793	TLR10	chr4	38774779	38777211
81889	FAHD1	chr16	1877231	1889304
83460	EMC6	chr17	3572441	3572770
83478	ARHGAP24	chr4	86491695	86921872
83479	DDX59	chr1	200610239	200635868
83636	C19orf12	chr19	30193622	30199329
83698	CALN1	chr7	71252763	71868354
83752	LONP2	chr16	48278300	48395504
83877	TM2D2	chr8	38848854	38853958
83932	SPRTN	chr1	231474130	231489104
84056	KATNAL1	chr13	30782680	30857914
84068	SLC10A7	chr4	147178008	147442869
84071	ARMC2	chr6	109175471	109294714
84108	PCGF6	chr10	105063665	105110823
84191	FAM96A	chr15	64365133	64385967
84196	USP48	chr1	22013685	22109450
84236	RHBDD1	chr2	227729410	227860235
84245	MRI1	chr19	13875403	13883092
84248	FYTTD1	chr3	197476843	197508777
84268	RPAIN	chr17	5323531	5331594
84295	PHF6	chrX	133511648	133559357
84343	HPS3	chr3	148847511	148890006
84461	NEURL4	chr17	7219445	7232631
84717	HDGFL2	chr19	4472348	4502019
85012	TCEAL3	chrX	102863993	102864592
85449	KIAA1755	chr20	36841447	36874528
85474	LBX2	chr2	74725057	74729986
89766	UMODL1	chr21	43491426	43557727
89795	NAV3	chr12	77965975	78604294
89882	TPD52L3	chr9	6328596	6331016
90427	BMF	chr15	40383991	40398287
90485	ZNF835	chr19	57174956	57176566
90639	COX19	chr7	1009017	1015145
